MSA GEOID,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trend Sites,Pollutant 1990,Pollutant 1991,Pollutant 1992,Pollutant 1993,Pollutant 1994,Pollutant 1995,Pollutant 1996,Pollutant 1997,Pollutant 1998,Pollutant 1999,Pollutant 2000,Pollutant 2001,Pollutant 2002,Pollutant 2003,Pollutant 2004,Pollutant 2005,Pollutant 2006,Pollutant 2007,Pollutant 2008,Pollutant 2009,Pollutant 2010,Pollutant 2011,Pollutant 2012,Pollutant 2013,Pollutant 2014,Pollutant 2015,Pollutant 2016,MSA,Population 1990,Population 1991,Population 1992,Population 1993,Population 1994,Population 1995,Population 1996,Population 1997,Population 1998,Population 1999,Population 2000,Population 2001,Population 2002,Population 2003,Population 2004,Population 2005,Population 2006,Population 2007,Population 2008,Population 2009,Population 2010,Density 1990,Density 1991,Density 1992,Density 1993,Density 1994,Density 1995,Density 1996,Density 1997,Density 1998,Density 1999,Density 2000,Density 2001,Density 2002,Density 2003,Density 2004,Density 2005,Density 2006,Density 2007,Density 2008,Density 2009,Density 2010
16700,"Charleston-North Charleston, SC",PM25,98th Percentile,2,,,,,,,,,,,31,26,26,22,28,33,23,26,22,18,22,26,18,16,16,15,15,"Charleston--North Charleston, SC MSA",506875,511090.8,515306.6,519522.4,523738.2,527954,532169.8,536385.6,540601.4,544817.2,549033,560590.4,572147.8,583705.2,595262.6,606820,618377.4,629934.8,641492.2,653049.6,664607,195.6,197.23,198.86,200.49,202.12,203.75,205.38,207.01,208.64,210.27,211.9,216.39,220.88,225.37,229.86,234.35,238.84,243.33,247.82,252.31,256.8
16740,"Charlotte-Concord-Gastonia, NC-SC",O3,4th Max,2,0.098,0.091,0.085,0.098,0.089,0.094,0.099,0.098,0.107,0.104,0.094,0.093,0.101,0.081,0.08,0.088,0.086,0.092,0.083,0.07,0.08,0.083,0.079,0.064,0.066,0.066,0.066,"Charlotte--Gastonia--Rock Hill, NC--SC MSA",1162093,1195813,1229533,1263253,1296973,1330693,1364413,1398133,1431853,1465573,1499293,1525167.5,1551042,1576916.5,1602791,1628665.5,1654540,1680414.5,1706289,1732163.5,1758038,344,354,364,374,384,394,404,414,424,434,444,456.58,469.16,481.74,494.32,506.9,519.48,532.06,544.64,557.22,569.8
16740,"Charlotte-Concord-Gastonia, NC-SC",PM25,Weighted Annual Mean,3,,,,,,,,,,,15.7,14.4,14.1,13.9,14.5,15.3,14.5,13.7,12.6,10.4,11.4,10.8,9.3,8.8,8.7,8.5,8.5,"Charlotte--Gastonia--Rock Hill, NC--SC MSA",1162093,1195813,1229533,1263253,1296973,1330693,1364413,1398133,1431853,1465573,1499293,1525167.5,1551042,1576916.5,1602791,1628665.5,1654540,1680414.5,1706289,1732163.5,1758038,344,354,364,374,384,394,404,414,424,434,444,456.58,469.16,481.74,494.32,506.9,519.48,532.06,544.64,557.22,569.8
16740,"Charlotte-Concord-Gastonia, NC-SC",PM25,98th Percentile,3,,,,,,,,,,,30,29,30,28,30,34,31,29,24,21,23,25,19,18,19,16,19,"Charlotte--Gastonia--Rock Hill, NC--SC MSA",1162093,1195813,1229533,1263253,1296973,1330693,1364413,1398133,1431853,1465573,1499293,1525167.5,1551042,1576916.5,1602791,1628665.5,1654540,1680414.5,1706289,1732163.5,1758038,344,354,364,374,384,394,404,414,424,434,444,456.58,469.16,481.74,494.32,506.9,519.48,532.06,544.64,557.22,569.8
16860,"Chattanooga, TN-GA",O3,4th Max,1,0.091,0.082,0.078,0.087,0.084,0.086,0.085,0.089,0.097,0.098,0.098,0.082,0.099,0.08,0.076,0.077,0.088,0.085,0.076,0.066,0.076,0.074,0.077,0.061,0.064,0.068,0.065,"Chattanooga, TN--GA MSA",433210,436405.1,439600.2,442795.3,445990.4,449185.5,452380.6,455575.7,458770.8,461965.9,465161,471459.2,477757.4,484055.6,490353.8,496652,502950.2,509248.4,515546.6,521844.8,528143,207.2,211.99,216.78,221.57,226.36,231.15,235.94,240.73,245.52,250.31,255.1,254.87,254.64,254.41,254.18,253.95,253.72,253.49,253.26,253.03,252.8
16860,"Chattanooga, TN-GA",PM10,2nd Max,1,75,83,67,63,66,59,65,51,51,49,67,64,46,49,41,45,43,44,35,22,38,33,28,31,23,23,23,"Chattanooga, TN--GA MSA",433210,436405.1,439600.2,442795.3,445990.4,449185.5,452380.6,455575.7,458770.8,461965.9,465161,471459.2,477757.4,484055.6,490353.8,496652,502950.2,509248.4,515546.6,521844.8,528143,207.2,211.99,216.78,221.57,226.36,231.15,235.94,240.73,245.52,250.31,255.1,254.87,254.64,254.41,254.18,253.95,253.72,253.49,253.26,253.03,252.8
16860,"Chattanooga, TN-GA",PM25,Weighted Annual Mean,3,,,,,,,,,,,17.6,16.2,15.4,15.8,15,16.1,14.8,14.8,12.5,10.6,10.8,11,10.2,9.4,9.6,8.6,8.7,"Chattanooga, TN--GA MSA",433210,436405.1,439600.2,442795.3,445990.4,449185.5,452380.6,455575.7,458770.8,461965.9,465161,471459.2,477757.4,484055.6,490353.8,496652,502950.2,509248.4,515546.6,521844.8,528143,207.2,211.99,216.78,221.57,226.36,231.15,235.94,240.73,245.52,250.31,255.1,254.87,254.64,254.41,254.18,253.95,253.72,253.49,253.26,253.03,252.8
16860,"Chattanooga, TN-GA",PM25,98th Percentile,3,,,,,,,,,,,44,37,34,38,29,35,33,32,28,23,23,24,18,21,20,17,16,"Chattanooga, TN--GA MSA",433210,436405.1,439600.2,442795.3,445990.4,449185.5,452380.6,455575.7,458770.8,461965.9,465161,471459.2,477757.4,484055.6,490353.8,496652,502950.2,509248.4,515546.6,521844.8,528143,207.2,211.99,216.78,221.57,226.36,231.15,235.94,240.73,245.52,250.31,255.1,254.87,254.64,254.41,254.18,253.95,253.72,253.49,253.26,253.03,252.8
16940,"Cheyenne, WY",PM25,Weighted Annual Mean,1,,,,,,,,,,,5.6,5,4.7,4.9,5,4.1,4.3,4.3,4.4,3.9,4.2,4.4,5.7,4.3,4.1,4.1,4,"Cheyenne, WY MSA",73142,73988.5,74835,75681.5,76528,77374.5,78221,79067.5,79914,80760.5,81607,82620.1,83633.2,84646.3,85659.4,86672.5,87685.6,88698.7,89711.8,90724.9,91738,27.2,27.52,27.84,28.16,28.48,28.8,29.12,29.44,29.76,30.08,30.4,30.78,31.16,31.54,31.92,32.3,32.68,33.06,33.44,33.82,34.2
16940,"Cheyenne, WY",PM25,98th Percentile,1,,,,,,,,,,,13,12,14,13,16,9,13,9,10,9,9,9,17,11,13,25,13,"Cheyenne, WY MSA",73142,73988.5,74835,75681.5,76528,77374.5,78221,79067.5,79914,80760.5,81607,82620.1,83633.2,84646.3,85659.4,86672.5,87685.6,88698.7,89711.8,90724.9,91738,27.2,27.52,27.84,28.16,28.48,28.8,29.12,29.44,29.76,30.08,30.4,30.78,31.16,31.54,31.92,32.3,32.68,33.06,33.44,33.82,34.2
16980,"Chicago-Naperville-Elgin, IL-IN-WI",CO,2nd Max,1,3.8,4.6,4.2,5,4.6,3.7,2.8,3.8,3.2,3.1,3.2,3.2,2.6,3.4,2.7,2.3,2.4,3,3,2.2,2.4,2.3,1.9,1.4,1.9,2.1,1.1,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",NO2,Annual Mean,2,26,24,27,28,29,30,30,30,29,29,30,30,28,29,27,27,26,28,25,22,22,20,18,20,19,17,15,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",NO2,98th Percentile,1,77,82,77,75,79,83,79,84,81,80,74,74,66,81,70,75,63,67,66,60,64,62,63,64,64,62,62,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",O3,4th Max,12,0.074,0.088,0.078,0.071,0.078,0.094,0.081,0.083,0.078,0.088,0.073,0.081,0.093,0.077,0.068,0.084,0.07,0.079,0.065,0.066,0.07,0.072,0.082,0.066,0.068,0.066,0.074,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",PM10,2nd Max,1,76,69,80,47,58,62,36,44,45,47,40,38,35,32,45,60,42,72,44,38,51,53,43,38,46,52,51,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",PM25,Weighted Annual Mean,4,,,,,,,,,,,14.2,14.6,13.8,13.2,12.3,14.6,12.5,14,11.6,11.4,11.4,10.6,10.2,10,10.4,9.5,8,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",PM25,98th Percentile,4,,,,,,,,,,,32,36,34,31,30,38,28,35,27,29,28,25,27,20,25,24,18,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Pb,rqmax,2,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.05,0.05,0.07,0.1,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.05,0.04,0.05,0.04,0.04,0.03,0.02,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",SO2,99th Percentile,5,126,89,110,94,97,89,79,79,98,85,77,75,58,57,56,75,64,63,64,64,48,46,45,37,20,22,18,"Chicago--Gary--Kenosha, IL--IN--WI CMSA",8065633,8174823.7,8284014.4,8393205.1,8502395.8,8611586.5,8720777.2,8829967.9,8939158.6,9048349.3,9157540,9187896.5,9218253,9248609.5,9278966,9309322.5,9339679,9370035.5,9400392,9430748.5,9461105,1435.5,1424.15,1412.8,1401.45,1390.1,1378.75,1367.4,1356.05,1344.7,1333.35,1322,,,,,,,,,,
17140,"Cincinnati, OH-KY-IN",O3,4th Max,4,0.092,0.097,0.073,0.084,0.091,0.09,0.088,0.086,0.088,0.091,0.082,0.084,0.098,0.088,0.074,0.086,0.078,0.086,0.075,0.069,0.076,0.079,0.082,0.065,0.069,0.069,0.072,"Cincinnati--Hamilton, OH--KY--IN CMSA",1744124,1767631.8,1791139.6,1814647.4,1838155.2,1861663,1885170.8,1908678.6,1932186.4,1955694.2,1979202,1994296.9,2009391.8,2024486.7,2039581.6,2054676.5,2069771.4,2084866.3,2099961.2,2115056.1,2130151,672.8,657.48,642.16,626.84,611.52,596.2,580.88,565.56,550.24,534.92,519.6,516.14,512.68,509.22,505.76,502.3,498.84,495.38,491.92,488.46,485
17140,"Cincinnati, OH-KY-IN",PM10,2nd Max,4,82.5,67,57.8,75.3,61.8,72.3,58.5,61.8,62.5,51.5,58.8,53.8,46.8,48.8,50.3,51.3,47.5,48.5,42.8,37.8,47,42.3,35.5,35.3,32.5,38.8,38.8,"Cincinnati--Hamilton, OH--KY--IN CMSA",1744124,1767631.8,1791139.6,1814647.4,1838155.2,1861663,1885170.8,1908678.6,1932186.4,1955694.2,1979202,1994296.9,2009391.8,2024486.7,2039581.6,2054676.5,2069771.4,2084866.3,2099961.2,2115056.1,2130151,672.8,657.48,642.16,626.84,611.52,596.2,580.88,565.56,550.24,534.92,519.6,516.14,512.68,509.22,505.76,502.3,498.84,495.38,491.92,488.46,485
17140,"Cincinnati, OH-KY-IN",PM25,Weighted Annual Mean,5,,,,,,,,,,,17.3,16.9,16.4,16.1,15,17.7,14.4,15.6,13.9,13.1,13.9,12.8,11.3,11.1,11,10,9.6,"Cincinnati--Hamilton, OH--KY--IN CMSA",1744124,1767631.8,1791139.6,1814647.4,1838155.2,1861663,1885170.8,1908678.6,1932186.4,1955694.2,1979202,1994296.9,2009391.8,2024486.7,2039581.6,2054676.5,2069771.4,2084866.3,2099961.2,2115056.1,2130151,672.8,657.48,642.16,626.84,611.52,596.2,580.88,565.56,550.24,534.92,519.6,516.14,512.68,509.22,505.76,502.3,498.84,495.38,491.92,488.46,485
17140,"Cincinnati, OH-KY-IN",PM25,98th Percentile,5,,,,,,,,,,,41,43,39,35,35,41,34,36,29,27,32,29,22,25,24,22,20,"Cincinnati--Hamilton, OH--KY--IN CMSA",1744124,1767631.8,1791139.6,1814647.4,1838155.2,1861663,1885170.8,1908678.6,1932186.4,1955694.2,1979202,1994296.9,2009391.8,2024486.7,2039581.6,2054676.5,2069771.4,2084866.3,2099961.2,2115056.1,2130151,672.8,657.48,642.16,626.84,611.52,596.2,580.88,565.56,550.24,534.92,519.6,516.14,512.68,509.22,505.76,502.3,498.84,495.38,491.92,488.46,485
17220,"Clarksburg, WV",PM25,Weighted Annual Mean,1,,,,,,,,,,,14.9,14.4,14,13.4,13.3,14.9,13.6,14.1,12.6,10.8,12,10.8,9.7,8.8,8.7,8.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17220,"Clarksburg, WV",PM25,98th Percentile,1,,,,,,,,,,,31,40,38,29,35,34,35,32,27,20,22,21,20,19,18,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17300,"Clarksville, TN-KY",PM25,Weighted Annual Mean,1,,,,,,,,,,,15.6,13.5,13.1,13.9,11.8,14,12.6,14,11.9,10.7,11.2,11.2,9.9,9.8,10.1,9.1,8.3,"Clarksville--Hopkinsville, TN--KY MSA",169439,173198.4,176957.8,180717.2,184476.6,188236,191995.4,195754.8,199514.2,203273.6,207033,213724.6,220416.2,227107.8,233799.4,240491,247182.6,253874.2,260565.8,267257.4,273949,134.4,137.38,140.36,143.34,146.32,149.3,152.28,155.26,158.24,161.22,164.2,160.48,156.76,153.04,149.32,145.6,141.88,138.16,134.44,130.72,127
17300,"Clarksville, TN-KY",PM25,98th Percentile,1,,,,,,,,,,,38,27,29,37,26,35,30,36,27,24,22,23,20,22,23,22,17,"Clarksville--Hopkinsville, TN--KY MSA",169439,173198.4,176957.8,180717.2,184476.6,188236,191995.4,195754.8,199514.2,203273.6,207033,213724.6,220416.2,227107.8,233799.4,240491,247182.6,253874.2,260565.8,267257.4,273949,134.4,137.38,140.36,143.34,146.32,149.3,152.28,155.26,158.24,161.22,164.2,160.48,156.76,153.04,149.32,145.6,141.88,138.16,134.44,130.72,127
17300,"Clarksville, TN-KY",SO2,99th Percentile,1,152,170,228,286,150,48,73,63,58,44,45,78,46,72,52,58,184,105,31,24,51,40,29,15,17,27,27,"Clarksville--Hopkinsville, TN--KY MSA",169439,173198.4,176957.8,180717.2,184476.6,188236,191995.4,195754.8,199514.2,203273.6,207033,213724.6,220416.2,227107.8,233799.4,240491,247182.6,253874.2,260565.8,267257.4,273949,134.4,137.38,140.36,143.34,146.32,149.3,152.28,155.26,158.24,161.22,164.2,160.48,156.76,153.04,149.32,145.6,141.88,138.16,134.44,130.72,127
17340,"Clearlake, CA",O3,4th Max,1,0.055,0.06,0.05,0.062,0.065,0.057,0.06,0.058,0.055,0.07,0.062,0.06,0.072,0.061,0.062,0.061,0.062,0.057,0.068,0.061,0.056,0.055,0.065,0.059,0.06,0.058,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17340,"Clearlake, CA",PM25,Weighted Annual Mean,1,,,,,,,,,,,4.4,4.2,6.4,4.4,4.4,4.8,5.2,3.4,7.4,3.4,3.1,3.5,3.9,3.9,4.1,3.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17340,"Clearlake, CA",PM25,98th Percentile,1,,,,,,,,,,,9,11,46,15,9,11,21,9,59,8,6,8,14,8,14,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17420,"Cleveland, TN",SO2,99th Percentile,1,102,83,82,80,79,64,80,94,158,115,92,127,124,110,95,81,107,68,161,132,102,50,37,33,23,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17460,"Cleveland-Elyria, OH",CO,2nd Max,1,6.6,6.6,6.6,4.2,7.7,6.3,9.4,6.1,6.4,3.9,7.9,2.8,2,2.7,5.4,2.9,3.9,2.9,4.8,6.6,3.5,3.1,4.6,4.6,3.7,2.9,3.9,"Cleveland--Lorain--Elyria, OH PMSA",2759823,2708927.8,2658032.6,2607137.4,2556242.2,2505347,2454451.8,2403556.6,2352661.4,2301766.2,2250871,2233507.9,2216144.8,2198781.7,2181418.6,2164055.5,2146692.4,2129329.3,2111966.2,2094603.1,2077240,948.4,936.71,925.02,913.33,901.64,889.95,878.26,866.57,854.88,843.19,831.5,852.35,873.2,894.05,914.9,935.75,956.6,977.45,998.3,1019.15,1040
17460,"Cleveland-Elyria, OH",O3,4th Max,3,0.085,0.091,0.085,0.092,0.088,0.092,0.092,0.084,0.092,0.089,0.076,0.085,0.097,0.086,0.071,0.083,0.079,0.078,0.081,0.071,0.077,0.08,0.087,0.068,0.069,0.071,0.072,"Cleveland--Lorain--Elyria, OH PMSA",2759823,2708927.8,2658032.6,2607137.4,2556242.2,2505347,2454451.8,2403556.6,2352661.4,2301766.2,2250871,2233507.9,2216144.8,2198781.7,2181418.6,2164055.5,2146692.4,2129329.3,2111966.2,2094603.1,2077240,948.4,936.71,925.02,913.33,901.64,889.95,878.26,866.57,854.88,843.19,831.5,852.35,873.2,894.05,914.9,935.75,956.6,977.45,998.3,1019.15,1040
17460,"Cleveland-Elyria, OH",PM10,2nd Max,5,83.4,78,68.4,64.6,70.8,80.4,66.2,62.6,70.6,62.4,59.6,61,56.8,57.8,53.6,67.6,45.8,53.8,51.6,40.4,46.4,41,43.8,36.6,32.4,35.4,41.8,"Cleveland--Lorain--Elyria, OH PMSA",2759823,2708927.8,2658032.6,2607137.4,2556242.2,2505347,2454451.8,2403556.6,2352661.4,2301766.2,2250871,2233507.9,2216144.8,2198781.7,2181418.6,2164055.5,2146692.4,2129329.3,2111966.2,2094603.1,2077240,948.4,936.71,925.02,913.33,901.64,889.95,878.26,866.57,854.88,843.19,831.5,852.35,873.2,894.05,914.9,935.75,956.6,977.45,998.3,1019.15,1040
17460,"Cleveland-Elyria, OH",PM25,Weighted Annual Mean,7,,,,,,,,,,,17.3,16.5,15.8,15.1,14.6,17.8,13.6,14.7,13,11.5,12.4,11.4,11,10.6,11,10.5,8.9,"Cleveland--Lorain--Elyria, OH PMSA",2759823,2708927.8,2658032.6,2607137.4,2556242.2,2505347,2454451.8,2403556.6,2352661.4,2301766.2,2250871,2233507.9,2216144.8,2198781.7,2181418.6,2164055.5,2146692.4,2129329.3,2111966.2,2094603.1,2077240,948.4,936.71,925.02,913.33,901.64,889.95,878.26,866.57,854.88,843.19,831.5,852.35,873.2,894.05,914.9,935.75,956.6,977.45,998.3,1019.15,1040
17460,"Cleveland-Elyria, OH",PM25,98th Percentile,7,,,,,,,,,,,40,42,38,39,36,45,31,37,34,25,28,25,25,24,25,25,18,"Cleveland--Lorain--Elyria, OH PMSA",2759823,2708927.8,2658032.6,2607137.4,2556242.2,2505347,2454451.8,2403556.6,2352661.4,2301766.2,2250871,2233507.9,2216144.8,2198781.7,2181418.6,2164055.5,2146692.4,2129329.3,2111966.2,2094603.1,2077240,948.4,936.71,925.02,913.33,901.64,889.95,878.26,866.57,854.88,843.19,831.5,852.35,873.2,894.05,914.9,935.75,956.6,977.45,998.3,1019.15,1040
17460,"Cleveland-Elyria, OH",SO2,99th Percentile,3,142,163,141,149,142,105,104,91,80,98,65,64,51,70,55,76,62,61,55,49,48,49,70,38,38,42,27,"Cleveland--Lorain--Elyria, OH PMSA",2759823,2708927.8,2658032.6,2607137.4,2556242.2,2505347,2454451.8,2403556.6,2352661.4,2301766.2,2250871,2233507.9,2216144.8,2198781.7,2181418.6,2164055.5,2146692.4,2129329.3,2111966.2,2094603.1,2077240,948.4,936.71,925.02,913.33,901.64,889.95,878.26,866.57,854.88,843.19,831.5,852.35,873.2,894.05,914.9,935.75,956.6,977.45,998.3,1019.15,1040
17540,"Clinton, IA",PM25,Weighted Annual Mean,1,,,,,,,,,,,12,12.5,11.8,12.4,11.3,13.9,11.9,12.1,11,11,11.9,10.5,9.7,9.5,9.3,9.1,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17540,"Clinton, IA",PM25,98th Percentile,1,,,,,,,,,,,29,33,29,34,35,40,27,30,28,27,34,26,23,23,25,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17540,"Clinton, IA",SO2,99th Percentile,1,363,338,257,176,124,72,51,70,52,56,82,36,24,30,29,53,50,42,29,44,31,18,60,35,22,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17900,"Columbia, SC",O3,4th Max,1,0.093,0.074,0.07,0.089,0.082,0.079,0.077,0.086,0.098,0.094,0.096,0.082,0.084,0.075,0.082,0.082,0.082,0.077,0.077,0.064,0.07,0.077,0.065,0.053,0.056,0.056,0.065,"Columbia, SC MSA",453331,461667,470003,478339,486675,495011,503347,511683,520019,528355,536691,559781.7,582872.4,605963.1,629053.8,652144.5,675235.2,698325.9,721416.6,744507.3,767598,311.1,316.86,322.62,328.38,334.14,339.9,345.66,351.42,357.18,362.94,368.7,352.56,336.42,320.28,304.14,288,271.86,255.72,239.58,223.44,207.3
17900,"Columbia, SC",PM25,Weighted Annual Mean,3,,,,,,,,,,,16,13.8,13.2,12.7,14.2,14.7,14.5,13.4,12.2,10.9,11.2,11.2,9.4,9,9.6,8.4,8.8,"Columbia, SC MSA",453331,461667,470003,478339,486675,495011,503347,511683,520019,528355,536691,559781.7,582872.4,605963.1,629053.8,652144.5,675235.2,698325.9,721416.6,744507.3,767598,311.1,316.86,322.62,328.38,334.14,339.9,345.66,351.42,357.18,362.94,368.7,352.56,336.42,320.28,304.14,288,271.86,255.72,239.58,223.44,207.3
17900,"Columbia, SC",PM25,98th Percentile,3,,,,,,,,,,,32,26,30,29,34,35,30,30,23,22,23,25,18,19,18,17,21,"Columbia, SC MSA",453331,461667,470003,478339,486675,495011,503347,511683,520019,528355,536691,559781.7,582872.4,605963.1,629053.8,652144.5,675235.2,698325.9,721416.6,744507.3,767598,311.1,316.86,322.62,328.38,334.14,339.9,345.66,351.42,357.18,362.94,368.7,352.56,336.42,320.28,304.14,288,271.86,255.72,239.58,223.44,207.3
17980,"Columbus, GA-AL",O3,4th Max,1,0.071,0.071,0.079,0.077,0.075,0.089,0.08,0.08,0.091,0.089,0.087,0.073,0.079,0.07,0.068,0.078,0.08,0.083,0.073,0.065,0.068,0.068,0.066,0.06,0.061,0.062,0.065,"Columbus, GA--AL MSA",243072,246227.2,249382.4,252537.6,255692.8,258848,262003.2,265158.4,268313.6,271468.8,274624,276648.1,278672.2,280696.3,282720.4,284744.5,286768.6,288792.7,290816.8,292840.9,294865,219.7,215.22,210.74,206.26,201.78,197.3,192.82,188.34,183.86,179.38,174.9,172.64,170.38,168.12,165.86,163.6,161.34,159.08,156.82,154.56,152.3
17980,"Columbus, GA-AL",PM25,Weighted Annual Mean,3,,,,,,,,,,,18.2,15.9,14.4,14.3,15.1,14.7,15.3,15.3,13.1,11.1,13.5,12,10.9,9.8,10.3,9.1,9.3,"Columbus, GA--AL MSA",243072,246227.2,249382.4,252537.6,255692.8,258848,262003.2,265158.4,268313.6,271468.8,274624,276648.1,278672.2,280696.3,282720.4,284744.5,286768.6,288792.7,290816.8,292840.9,294865,219.7,215.22,210.74,206.26,201.78,197.3,192.82,188.34,183.86,179.38,174.9,172.64,170.38,168.12,165.86,163.6,161.34,159.08,156.82,154.56,152.3
17980,"Columbus, GA-AL",PM25,98th Percentile,3,,,,,,,,,,,41,38,32,31,38,32,29,42,32,24,27,27,25,23,19,19,23,"Columbus, GA--AL MSA",243072,246227.2,249382.4,252537.6,255692.8,258848,262003.2,265158.4,268313.6,271468.8,274624,276648.1,278672.2,280696.3,282720.4,284744.5,286768.6,288792.7,290816.8,292840.9,294865,219.7,215.22,210.74,206.26,201.78,197.3,192.82,188.34,183.86,179.38,174.9,172.64,170.38,168.12,165.86,163.6,161.34,159.08,156.82,154.56,152.3
18140,"Columbus, OH",CO,2nd Max,1,4.8,6.5,5.8,5.3,4.1,4.9,2.7,2.9,3.7,2.5,2.8,2.6,2.5,3,2.6,2,2.1,1.6,1.6,1.5,1.7,1.5,1.6,1,1.3,1.5,1.8,"Columbus, OH MSA",1377419,1393692.8,1409966.6,1426240.4,1442514.2,1458788,1475061.8,1491335.6,1507609.4,1523883.2,1540157,1569794.9,1599432.8,1629070.7,1658708.6,1688346.5,1717984.4,1747622.3,1777260.2,1806898.1,1836536,384.9,395.44,405.98,416.52,427.06,437.6,448.14,458.68,469.22,479.76,490.3,487.56,484.82,482.08,479.34,476.6,473.86,471.12,468.38,465.64,462.9
